Brand,Model,RAM,Storage,Battery,Camera,ScreenSize,FiveG,PhoneAge,Condition,Price
Apple,Apple-214,12,32,6485,8,5.9,No,4.4,New,66565.77
OnePlus,OnePlus-683,3,32,4257,64,5.1,Yes,1.2,New,26068.61
Motorola,Motorola-598,16,32,6005,8,6.2,No,3.5,New,14350.34
Vivo,Vivo-368,2,64,3092,8,6.1,No,2.2,Used,6580.22
Realme,Realme-486,3,32,4030,8,7.1,No,3.1,Used,5232.73
Realme,Realme-524,4,64,4403,200,6.6,No,3.8,New,7837.86
Xiaomi,Xiaomi-238,6,128,5677,200,6.2,Yes,4.1,New,9649.36
Realme,Realme-284,12,32,4255,12,7.0,Yes,0.3,Used,20569.84
Google,Google-320,6,256,5163,200,7.2,Yes,2.6,Used,36209.14
Nothing,Nothing-983,8,128,4874,16,5.8,Yes,0.3,New,37133.02
Nothing,Nothing-818,16,128,5143,12,6.5,Yes,0.0,Used,39562.25
Motorola,Motorola-310,6,32,3249,48,6.1,Yes,3.4,Used,6874.9
Oppo,Oppo-903,6,32,5942,50,6.6,No,3.8,Used,6497.65
Nothing,Nothing-833,8,512,4493,50,5.8,Yes,0.9,Used,30064.57
Nothing,Nothing-468,6,128,6278,8,6.3,Yes,2.2,New,24032.07
Vivo,Vivo-880,2,128,5725,16,6.4,Yes,1.3,New,17655.28
OnePlus,OnePlus-968,16,64,6046,48,6.8,No,3.8,New,21121.88
OnePlus,OnePlus-927,6,32,3391,8,6.0,Yes,2.1,Used,16748.0
Google,Google-329,12,64,5949,200,7.0,No,1.6,Used,48880.34
Apple,Apple-557,3,128,4205,50,5.2,No,1.6,Used,65053.57
Xiaomi,Xiaomi-607,8,128,4698,8,7.1,No,4.2,New,8237.68
Realme,Realme-952,4,64,3991,32,5.1,No,3.1,Used,4572.9
Nothing,Nothing-750,4,32,3067,16,6.0,No,1.9,New,18008.86
Apple,Apple-113,16,256,6262,48,7.2,No,3.2,Used,68834.42
Apple,Apple-281,4,64,5935,64,7.0,No,0.3,Used,85930.79
Nothing,Nothing-192,12,128,3832,64,6.3,Yes,3.5,New,20367.03
Apple,Apple-742,6,64,4135,8,6.3,No,4.2,Used,48150.56
Google,Google-910,3,512,6020,12,6.3,Yes,4.6,Used,24998.89
Vivo,Vivo-144,6,512,3295,8,6.3,No,4.4,Used,6504.45
Google,Google-322,4,512,6286,108,6.9,Yes,1.0,New,74307.88
Oppo,Oppo-593,2,512,5413,32,5.8,Yes,2.0,Used,13834.0
Apple,Apple-183,3,256,5617,12,6.0,Yes,4.7,New,60565.53
Xiaomi,Xiaomi-961,8,32,4831,108,6.0,Yes,4.0,New,9056.13
Google,Google-437,6,64,3038,8,5.8,Yes,4.9,New,29937.86
Vivo,Vivo-227,16,64,3030,64,6.6,No,0.8,New,32318.81
Google,Google-283,4,256,6183,64,5.2,Yes,1.5,Used,37949.13
Apple,Apple-778,2,512,4112,12,6.5,No,4.3,New,66518.7
Samsung,Samsung-426,2,256,6289,48,6.1,No,2.5,New,26556.66
Motorola,Motorola-328,4,64,5959,64,6.5,Yes,2.6,Used,10299.17
Vivo,Vivo-521,4,512,4016,50,5.5,Yes,1.9,Used,12984.13
Google,Google-811,6,512,4757,16,5.5,Yes,4.1,New,40661.61
Oppo,Oppo-936,12,32,5053,16,7.1,No,1.7,Used,14722.63
OnePlus,OnePlus-725,2,32,5334,48,6.9,Yes,1.3,New,28958.36
Samsung,Samsung-830,6,256,5764,8,5.3,Yes,1.8,New,31036.65
Oppo,Oppo-610,12,128,4134,64,5.0,No,3.5,Used,8632.43
Samsung,Samsung-666,12,512,5655,12,5.9,No,0.9,New,45674.07
Samsung,Samsung-924,4,256,3142,200,6.0,No,0.6,Used,26743.74
OnePlus,OnePlus-171,2,32,4067,16,6.7,Yes,1.7,New,24308.07
Samsung,Samsung-506,4,64,3882,64,5.3,No,1.2,Used,19899.95
Google,Google-955,12,64,3613,48,6.6,Yes,0.4,New,76561.35
Samsung,Samsung-649,8,128,4473,108,7.1,Yes,3.1,Used,20018.11
Oppo,Oppo-204,8,128,6315,32,5.8,No,1.7,New,18224.51
OnePlus,OnePlus-309,16,256,4517,16,5.7,Yes,0.4,New,48607.6
Google,Google-687,2,256,3967,108,5.8,No,0.3,New,63485.81
Google,Google-459,16,512,3536,12,5.4,Yes,0.3,Used,66347.83
Nothing,Nothing-655,4,128,3151,48,5.3,No,3.9,New,12307.95
Nothing,Nothing-700,16,64,5398,12,7.0,No,1.6,Used,23063.27
Apple,Apple-393,12,128,6449,48,5.9,No,0.6,Used,84551.85
Nothing,Nothing-402,3,256,3974,200,5.4,Yes,2.7,Used,13585.77
Oppo,Oppo-444,6,128,3529,48,6.8,Yes,3.3,Used,8687.96
OnePlus,OnePlus-296,2,128,3572,48,5.2,Yes,1.8,New,22761.8
Motorola,Motorola-544,4,64,3359,16,6.4,Yes,0.5,New,20069.15
Vivo,Vivo-956,6,64,3605,200,5.1,No,1.2,New,14966.24
Samsung,Samsung-777,16,512,5158,8,5.6,Yes,1.8,Used,34669.92
Xiaomi,Xiaomi-465,8,32,3528,50,5.5,Yes,2.3,New,14014.16
Google,Google-506,8,512,3268,8,5.6,Yes,0.1,Used,55129.37
Motorola,Motorola-561,3,64,6076,32,5.5,No,3.1,New,8771.39
Oppo,Oppo-971,6,128,3574,16,5.2,Yes,2.8,New,11864.12
Google,Google-497,8,512,3144,64,5.6,Yes,1.8,New,63386.13
Realme,Realme-891,16,256,3807,32,5.9,Yes,4.4,Used,8025.39
Motorola,Motorola-897,16,512,3961,108,5.1,Yes,1.9,New,28254.91
Nothing,Nothing-449,12,64,5929,48,6.7,Yes,2.2,Used,20271.36
Vivo,Vivo-556,3,512,5541,32,6.7,Yes,2.2,New,19208.0
Realme,Realme-551,3,256,4029,108,5.1,Yes,0.0,Used,17982.91
Samsung,Samsung-862,2,128,5463,50,6.8,Yes,0.7,New,38390.02
Nothing,Nothing-224,4,32,6387,64,6.0,Yes,1.5,New,22244.74
Realme,Realme-817,16,256,4279,64,5.9,Yes,0.9,New,34034.2
Nothing,Nothing-558,2,64,3605,64,6.8,Yes,0.8,New,26680.76
Realme,Realme-430,8,512,5950,64,5.6,Yes,1.4,New,26269.01
Samsung,Samsung-397,4,64,3482,48,6.6,No,3.9,New,16996.07
OnePlus,OnePlus-865,16,64,3826,108,7.0,Yes,2.7,New,30425.96
Samsung,Samsung-274,16,512,3464,108,5.6,Yes,0.4,New,58146.42
Realme,Realme-886,12,64,4094,32,6.1,Yes,1.7,New,19249.96
Nothing,Nothing-883,8,512,5074,64,5.3,Yes,1.3,New,34560.11
Apple,Apple-466,8,256,6101,16,6.5,Yes,3.2,New,88079.32
OnePlus,OnePlus-949,2,128,4938,50,5.5,No,4.1,Used,9764.67
Realme,Realme-246,6,128,3277,32,5.6,Yes,5.0,New,6046.82
Nothing,Nothing-229,12,128,5488,48,6.9,Yes,2.3,Used,19885.69
Apple,Apple-509,6,32,4887,64,7.1,No,4.1,Used,49771.36
Apple,Apple-630,6,32,6296,8,6.4,No,4.0,Used,46296.6
Nothing,Nothing-415,4,64,4194,16,5.7,No,3.0,Used,10302.42
Vivo,Vivo-336,12,256,4119,108,5.7,No,3.3,New,14817.15
Vivo,Vivo-957,2,256,5801,200,7.2,Yes,3.0,New,13564.31
Motorola,Motorola-485,3,32,4711,32,6.1,No,3.4,Used,5454.02
Motorola,Motorola-757,12,64,6356,48,6.3,Yes,2.5,New,17546.27
Google,Google-455,12,64,4151,50,5.3,No,1.5,New,59547.5
Google,Google-551,2,32,5988,32,6.4,Yes,1.3,Used,36477.05
Realme,Realme-780,4,256,3911,8,6.5,Yes,1.7,New,14674.81
Vivo,Vivo-964,16,256,3609,48,5.2,Yes,3.6,Used,10590.31
Realme,Realme-744,16,128,3784,16,5.3,Yes,4.1,Used,8309.53
Motorola,Motorola-686,8,32,4985,48,5.9,Yes,0.5,New,22606.47
Oppo,Oppo-805,16,128,5101,16,7.0,Yes,1.6,New,27507.52
OnePlus,OnePlus-375,12,512,4135,16,5.8,No,3.3,New,24883.0
Motorola,Motorola-575,16,256,3242,50,7.2,Yes,3.9,Used,13373.28
OnePlus,OnePlus-398,16,512,5924,50,5.5,Yes,2.8,New,31871.16
Motorola,Motorola-622,6,128,5799,64,7.1,Yes,0.3,New,28468.97
Vivo,Vivo-542,3,128,6346,50,5.6,Yes,3.1,Used,7904.66
OnePlus,OnePlus-145,12,128,5406,32,5.4,No,2.8,New,24877.58
Realme,Realme-733,2,512,3600,50,5.7,No,3.1,Used,7622.17
Vivo,Vivo-263,2,512,3790,12,6.3,No,1.9,New,16121.9
Xiaomi,Xiaomi-457,12,256,3272,16,6.0,Yes,2.0,New,21784.21
Nothing,Nothing-821,4,512,5623,50,6.4,Yes,4.1,Used,12304.32
Samsung,Samsung-287,2,64,3649,200,6.3,Yes,2.0,New,25585.55
Apple,Apple-864,6,32,3643,50,5.1,Yes,3.0,Used,53675.86
Google,Google-627,4,256,4969,32,5.2,Yes,4.5,New,30725.86
Xiaomi,Xiaomi-641,16,128,6258,32,6.4,Yes,1.6,New,27100.7
Vivo,Vivo-698,4,64,5155,32,6.7,Yes,4.7,New,7609.12
Nothing,Nothing-132,8,256,4735,108,5.9,Yes,2.9,Used,16447.61
Nothing,Nothing-370,8,256,3861,64,7.2,Yes,4.1,New,16494.68
Apple,Apple-463,6,512,3171,50,5.3,Yes,2.3,Used,70783.44
Nothing,Nothing-525,4,256,3890,12,5.6,Yes,0.3,New,36062.46
Motorola,Motorola-532,16,32,6156,64,5.5,No,0.8,New,26149.34
Motorola,Motorola-882,3,512,5463,48,6.3,No,2.6,New,16197.81
Oppo,Oppo-688,8,128,4902,16,5.4,Yes,1.9,New,16672.63
Xiaomi,Xiaomi-108,4,64,3339,32,5.0,Yes,2.8,New,9290.85
Realme,Realme-468,2,64,6496,50,6.2,No,0.2,Used,13096.06
Motorola,Motorola-233,3,256,6416,8,6.8,No,3.4,New,10001.52
Realme,Realme-236,4,32,4553,12,6.5,Yes,0.3,New,19466.0
Google,Google-531,6,256,5528,32,5.4,Yes,4.8,Used,23550.13
Oppo,Oppo-469,12,512,6340,48,5.2,Yes,4.0,Used,10271.0
Apple,Apple-804,16,32,4170,16,5.7,No,4.8,Used,46792.25
Xiaomi,Xiaomi-225,4,128,4873,64,5.6,No,1.9,New,11464.81
Samsung,Samsung-761,8,64,4634,12,6.4,Yes,3.4,Used,17043.29
Xiaomi,Xiaomi-762,6,512,5887,64,7.1,No,4.5,Used,7237.33
Xiaomi,Xiaomi-565,16,128,3918,12,6.3,Yes,2.4,Used,14860.9
Google,Google-898,4,128,3681,64,6.7,Yes,1.3,Used,43008.71
Realme,Realme-636,3,512,4612,8,5.3,Yes,2.1,Used,10310.09
Nothing,Nothing-984,3,32,5181,200,5.5,Yes,1.6,New,20702.15
Xiaomi,Xiaomi-607,2,128,3145,8,5.8,Yes,1.3,Used,9284.27
Apple,Apple-580,2,64,3220,16,6.8,No,1.5,New,85337.1
Apple,Apple-109,6,64,3344,50,6.3,Yes,4.2,New,68156.05
Motorola,Motorola-236,6,64,3955,108,5.9,No,0.1,Used,16595.23
Nothing,Nothing-704,6,32,3271,16,6.2,No,3.3,Used,10652.17
OnePlus,OnePlus-710,3,512,6401,200,6.9,Yes,1.2,Used,26767.33
Realme,Realme-857,8,64,4187,108,5.9,Yes,4.6,New,7368.9
Google,Google-592,6,512,4174,16,6.9,Yes,0.8,New,68813.11
Apple,Apple-951,2,512,4657,64,6.4,No,1.8,New,91160.57
Realme,Realme-591,4,128,6003,16,6.2,No,4.1,Used,4752.26
Oppo,Oppo-790,4,32,4490,50,6.4,Yes,3.9,Used,5743.67
Google,Google-314,3,256,5642,8,5.7,No,4.3,Used,21078.9
Vivo,Vivo-174,8,32,4462,8,6.5,Yes,1.2,New,18648.69
Vivo,Vivo-825,8,128,3687,48,6.5,Yes,4.7,Used,6227.87
Oppo,Oppo-382,2,512,5716,108,6.5,Yes,4.4,New,9712.12
Samsung,Samsung-798,4,256,6158,200,6.8,No,3.2,New,25579.4
Samsung,Samsung-514,4,512,4583,16,6.6,Yes,4.2,Used,16681.71
Samsung,Samsung-903,6,256,5710,12,5.9,No,0.2,Used,31032.63
Oppo,Oppo-880,16,128,3701,200,5.3,No,2.9,Used,13196.99
Samsung,Samsung-649,3,256,5381,200,5.4,Yes,2.3,New,26552.23
Google,Google-390,4,64,6280,48,6.5,Yes,2.1,New,52115.55
Realme,Realme-961,3,64,6199,8,5.3,Yes,0.2,Used,11947.87
Vivo,Vivo-796,2,32,5372,48,7.0,Yes,0.3,New,22139.44
Apple,Apple-629,2,128,5659,50,6.9,No,0.8,New,95266.73
Oppo,Oppo-205,2,32,3512,108,5.7,Yes,0.4,Used,13662.39
Motorola,Motorola-212,16,256,5365,12,5.1,Yes,0.2,New,39962.73
Realme,Realme-934,4,512,3425,8,6.9,No,0.0,Used,20426.26
Oppo,Oppo-573,3,64,4319,50,5.5,Yes,5.0,Used,4000.0
Motorola,Motorola-793,4,256,6369,16,5.3,Yes,4.5,New,8986.71
Samsung,Samsung-512,2,128,3981,200,5.6,Yes,1.9,Used,21202.45
Xiaomi,Xiaomi-306,2,64,5657,8,7.1,Yes,1.5,New,14456.64
Google,Google-809,12,128,4910,16,5.7,Yes,3.8,New,42698.19
Realme,Realme-164,2,128,3896,48,6.9,Yes,4.3,New,6926.12
OnePlus,OnePlus-551,3,128,6344,200,6.8,No,3.0,New,21305.12
Oppo,Oppo-537,4,64,4033,12,5.7,Yes,4.0,Used,5258.78
Realme,Realme-647,3,128,3901,8,5.1,Yes,4.8,Used,4000.0
Oppo,Oppo-253,4,32,6140,12,6.7,Yes,4.9,New,6597.47
Xiaomi,Xiaomi-142,16,128,4878,12,6.0,Yes,3.7,Used,10496.49
Oppo,Oppo-225,2,32,5317,32,6.4,Yes,0.7,Used,13762.88
Samsung,Samsung-820,2,64,4214,16,6.4,No,3.5,New,18143.25
Apple,Apple-814,3,64,3638,32,6.1,Yes,1.0,New,90609.53
Nothing,Nothing-328,2,512,5223,48,5.9,Yes,0.7,New,33356.69
Motorola,Motorola-814,3,32,5043,108,5.7,No,0.8,Used,10152.48
Realme,Realme-628,8,64,3694,108,5.2,No,3.6,New,8033.79
Motorola,Motorola-178,12,32,3156,32,7.1,No,3.0,Used,9852.11
Realme,Realme-230,16,128,5905,32,6.1,No,1.3,Used,19266.91
Apple,Apple-765,2,64,3786,8,5.7,Yes,1.6,Used,64632.16
Xiaomi,Xiaomi-563,6,256,4798,32,6.8,No,2.0,New,16484.47
Nothing,Nothing-637,8,256,6205,32,5.4,No,2.7,New,20016.43
Motorola,Motorola-239,8,256,4598,16,7.1,No,4.8,New,9821.74
Nothing,Nothing-845,6,32,5828,108,6.5,No,2.6,New,17543.06
Motorola,Motorola-367,16,512,5838,8,6.8,Yes,0.8,Used,29957.38
Google,Google-623,3,256,3077,16,5.8,No,0.3,Used,44055.61
OnePlus,OnePlus-915,4,512,6122,108,6.0,No,1.7,Used,20798.3
Oppo,Oppo-628,4,512,5570,16,5.4,No,2.7,Used,9268.22
Nothing,Nothing-751,8,512,3888,50,6.9,No,2.2,Used,21296.52
Vivo,Vivo-496,6,64,6240,8,5.3,Yes,2.7,Used,8144.67
Apple,Apple-491,3,512,3213,200,7.1,No,4.6,Used,49151.55
Xiaomi,Xiaomi-211,4,32,5942,200,5.9,Yes,0.7,Used,14684.11
Google,Google-954,6,512,3873,50,6.6,No,0.7,New,77436.25
Oppo,Oppo-489,2,32,3409,50,6.8,No,1.6,Used,8524.43
Samsung,Samsung-138,4,64,6365,108,5.7,No,1.7,New,26220.38
Google,Google-279,2,128,4041,108,6.7,Yes,4.2,New,32499.17
Nothing,Nothing-331,3,64,3024,64,5.1,Yes,4.2,New,9902.15
Samsung,Samsung-865,8,64,3529,8,5.9,No,4.3,New,17428.89
Google,Google-907,8,256,3308,64,6.7,No,4.9,Used,23822.97
Motorola,Motorola-891,6,64,5962,12,6.0,Yes,3.8,New,9351.04
Apple,Apple-189,8,32,4927,12,7.0,No,2.7,New,79107.97
Google,Google-381,4,64,4273,12,5.0,No,1.9,Used,29509.6
Nothing,Nothing-754,6,256,3328,48,6.2,Yes,3.6,New,16639.74
Nothing,Nothing-125,16,256,3415,16,5.7,Yes,3.8,New,19604.06
Realme,Realme-167,16,512,4876,8,7.2,Yes,0.7,New,41936.23
Google,Google-936,16,512,3873,200,5.0,Yes,1.5,New,73926.09
Vivo,Vivo-689,6,256,6383,16,5.3,No,3.8,Used,6781.96
Nothing,Nothing-754,12,256,4204,8,5.5,No,4.6,Used,9078.64
Vivo,Vivo-903,16,512,3220,16,5.5,Yes,4.8,Used,8319.66
Motorola,Motorola-325,16,256,4443,48,6.0,No,0.9,Used,22483.17
Motorola,Motorola-266,12,256,6496,12,6.6,Yes,0.3,New,36166.32
Nothing,Nothing-249,2,128,5906,108,6.3,No,0.8,Used,20585.62
OnePlus,OnePlus-466,2,128,3968,32,6.1,Yes,3.5,Used,10987.15
Google,Google-519,4,128,3688,200,6.8,No,2.3,New,47212.32
Xiaomi,Xiaomi-962,12,32,5901,12,6.9,Yes,0.3,New,30196.7
Nothing,Nothing-513,16,512,6155,64,7.1,Yes,1.5,New,47258.37
Apple,Apple-645,12,256,3867,32,6.7,Yes,1.1,New,113547.95
Apple,Apple-790,8,64,6039,200,5.4,No,2.3,Used,66734.09
Realme,Realme-673,2,256,3880,64,6.4,No,0.4,New,18635.15
OnePlus,OnePlus-903,8,128,4598,16,6.7,Yes,3.8,Used,13666.25
Nothing,Nothing-337,6,64,5142,50,7.0,No,2.4,Used,13815.13
Oppo,Oppo-118,6,256,5533,50,7.0,Yes,2.4,New,19416.21
Samsung,Samsung-535,2,512,4410,48,5.9,Yes,3.7,New,21641.42
Apple,Apple-802,8,128,3372,8,7.0,Yes,4.1,Used,47384.35
Nothing,Nothing-522,3,128,5835,200,5.0,Yes,2.2,Used,14951.71
Apple,Apple-827,8,128,4104,64,5.9,Yes,4.9,Used,45066.53
Motorola,Motorola-710,6,128,4687,48,6.1,No,3.1,New,11986.58
Oppo,Oppo-175,2,32,6406,200,6.7,Yes,4.0,Used,6009.61
OnePlus,OnePlus-979,2,512,5480,8,5.5,Yes,0.9,New,33917.94
Apple,Apple-137,4,32,3988,12,6.9,Yes,3.6,New,64417.08
Motorola,Motorola-567,4,32,5541,108,7.1,No,1.2,New,18703.17
Motorola,Motorola-316,6,256,5241,50,5.6,Yes,1.2,New,23129.9
Samsung,Samsung-562,16,32,4374,48,6.6,Yes,3.8,New,28736.79
Nothing,Nothing-585,2,256,5374,200,6.6,No,0.4,Used,23256.73
Nothing,Nothing-678,4,64,5603,50,6.9,Yes,1.1,New,30944.11
Samsung,Samsung-830,16,512,4399,12,5.3,Yes,1.2,New,50144.33
Xiaomi,Xiaomi-719,8,256,3151,16,6.8,Yes,0.3,New,29590.69
Motorola,Motorola-279,8,256,3813,50,6.5,Yes,0.3,Used,21324.37
Apple,Apple-183,6,256,3170,50,5.7,No,1.5,New,99228.19
Oppo,Oppo-435,16,512,4832,200,6.5,No,4.6,New,14801.0
Xiaomi,Xiaomi-336,4,512,5777,64,5.4,Yes,3.6,New,10874.61
Oppo,Oppo-650,8,64,4093,200,5.3,No,0.3,New,24161.67
Samsung,Samsung-863,8,128,5373,64,5.2,No,4.0,Used,13201.94
Samsung,Samsung-904,8,512,3048,32,5.6,No,1.3,Used,26576.75
Xiaomi,Xiaomi-780,16,64,4614,12,5.5,Yes,2.9,New,16117.72
Realme,Realme-227,16,256,5228,64,6.8,No,0.4,New,35167.97
Oppo,Oppo-246,3,512,6258,50,5.9,No,4.8,New,8137.85
Motorola,Motorola-969,8,512,4017,16,6.0,Yes,3.9,Used,10332.67
Nothing,Nothing-222,4,128,6040,48,5.9,Yes,0.1,New,37026.75
Samsung,Samsung-225,16,128,6362,64,6.7,No,2.9,New,31711.05
Nothing,Nothing-148,8,32,5305,12,6.0,No,3.2,New,15745.95
Vivo,Vivo-683,2,128,3969,48,5.8,No,3.3,Used,5621.03
Realme,Realme-846,12,128,5703,8,5.0,Yes,3.6,Used,7981.91
Realme,Realme-632,3,128,6161,50,6.8,No,1.2,Used,10905.66
Google,Google-370,4,512,4471,108,5.1,No,2.2,New,51238.62
Nothing,Nothing-947,3,512,3501,32,5.4,Yes,0.3,Used,28501.53
Vivo,Vivo-319,6,512,5272,200,5.8,Yes,1.4,New,26780.77
Google,Google-228,16,512,6460,64,6.5,Yes,3.5,New,55643.58
Oppo,Oppo-605,3,64,3947,200,5.2,No,2.9,Used,6429.01
Apple,Apple-996,16,64,5251,50,6.6,No,1.4,Used,77482.68
Realme,Realme-548,6,512,3104,16,6.6,Yes,1.2,New,25484.76
Google,Google-860,16,64,4559,32,7.0,Yes,3.2,New,47632.83
Apple,Apple-396,4,32,4753,16,7.0,No,0.8,New,107056.46
Nothing,Nothing-994,3,128,4062,16,5.6,No,1.0,Used,15803.39
Oppo,Oppo-409,6,256,5545,48,7.1,No,1.5,New,20691.64
OnePlus,OnePlus-280,2,32,4615,16,6.8,Yes,0.7,Used,20281.27
OnePlus,OnePlus-483,6,256,5339,32,6.8,Yes,3.3,New,22781.86
Oppo,Oppo-613,16,512,3821,48,5.9,Yes,0.7,New,39637.68
OnePlus,OnePlus-693,12,128,4122,64,5.3,No,1.4,New,33623.97
OnePlus,OnePlus-168,6,512,4414,64,5.2,Yes,0.5,New,44824.98
Nothing,Nothing-242,2,32,3928,32,5.1,Yes,4.6,Used,6646.56
Vivo,Vivo-725,3,512,5382,32,6.4,Yes,4.1,New,11267.33
Nothing,Nothing-986,12,512,3873,12,7.0,Yes,0.0,Used,37263.89
Samsung,Samsung-737,6,256,3519,12,6.7,Yes,4.9,Used,12451.72
Xiaomi,Xiaomi-679,12,64,5251,16,5.4,Yes,0.5,New,25749.92
Motorola,Motorola-146,4,512,5790,16,6.8,Yes,0.4,New,29504.55
Apple,Apple-385,3,512,4645,48,6.0,No,3.7,New,71195.93
Oppo,Oppo-909,16,128,3396,16,6.0,No,2.2,Used,14826.93
Samsung,Samsung-792,6,64,5570,64,7.0,Yes,3.1,New,26151.69
Apple,Apple-942,4,512,3891,108,6.9,No,1.0,Used,82253.0
Google,Google-708,4,128,3551,16,6.1,Yes,2.1,Used,34477.63
Oppo,Oppo-368,16,64,3523,108,5.5,No,4.1,New,11261.8
Samsung,Samsung-852,4,32,4770,12,5.4,No,1.8,Used,16108.02
Vivo,Vivo-858,3,32,5693,12,6.0,No,2.9,New,7603.4
Nothing,Nothing-824,12,64,4675,16,6.4,No,2.3,New,25130.03
Motorola,Motorola-841,3,512,3250,200,5.4,Yes,4.6,Used,7022.7
Xiaomi,Xiaomi-559,16,64,5679,50,5.8,No,3.6,New,12865.29
Realme,Realme-229,4,128,3120,32,6.7,No,3.1,Used,5877.93
Realme,Realme-450,8,128,4429,32,7.2,No,4.2,Used,5781.73
Nothing,Nothing-982,2,128,4743,8,7.1,Yes,1.7,New,24148.54
Google,Google-248,3,512,4218,200,5.1,Yes,3.2,Used,32067.27
Motorola,Motorola-605,2,512,3282,50,6.1,Yes,0.4,Used,20591.2
OnePlus,OnePlus-710,4,256,3230,12,5.4,No,4.3,New,14128.55
Samsung,Samsung-638,3,32,5470,48,7.2,Yes,2.5,New,26482.34
Xiaomi,Xiaomi-636,3,512,6129,48,7.1,No,3.6,Used,8900.3
Apple,Apple-924,2,64,3453,200,5.3,No,0.9,Used,68698.23
Xiaomi,Xiaomi-514,4,256,5308,12,6.4,Yes,4.0,Used,7094.32
Realme,Realme-650,12,32,5247,108,6.2,Yes,0.4,New,30466.37
Motorola,Motorola-903,12,256,3648,108,6.6,Yes,3.1,New,19495.02
Samsung,Samsung-410,16,512,3213,200,6.7,No,1.9,New,43766.82
Xiaomi,Xiaomi-285,3,64,4564,64,6.9,Yes,0.4,New,21855.67
OnePlus,OnePlus-800,12,128,6430,108,6.0,Yes,4.2,Used,13980.0
Vivo,Vivo-952,2,128,5778,50,6.7,Yes,1.7,New,16049.98
Nothing,Nothing-852,8,512,3221,8,5.1,Yes,2.7,Used,16022.29
Realme,Realme-536,3,128,5275,8,5.4,Yes,1.4,Used,8423.95
Vivo,Vivo-125,4,256,4989,64,5.7,Yes,1.0,Used,14530.75
Motorola,Motorola-372,12,64,6253,64,5.8,No,1.6,Used,13982.24
Google,Google-136,6,64,3495,108,7.1,No,1.9,Used,38001.49
Nothing,Nothing-878,2,256,5274,108,5.6,No,0.3,New,29537.17
Samsung,Samsung-718,16,256,3989,64,5.3,Yes,3.3,New,33586.23
Nothing,Nothing-603,6,64,3083,32,5.9,No,3.2,Used,10553.75
Apple,Apple-494,4,512,4162,48,6.7,Yes,0.1,New,138405.43
Xiaomi,Xiaomi-471,8,256,3074,64,5.4,No,5.0,Used,5060.01
Apple,Apple-757,16,512,4092,32,5.1,Yes,1.0,Used,92684.67
Samsung,Samsung-336,4,32,3511,8,6.8,Yes,2.6,Used,15805.96
Apple,Apple-443,3,512,4872,64,5.2,Yes,1.2,New,102002.59
Vivo,Vivo-123,4,64,5903,48,5.2,Yes,5.0,New,5811.21
Samsung,Samsung-845,3,256,3843,200,7.1,No,0.0,Used,33288.53
Xiaomi,Xiaomi-574,6,512,4065,12,5.7,No,3.4,Used,8527.31
OnePlus,OnePlus-738,8,32,4328,12,5.3,Yes,1.9,New,25467.97
Google,Google-767,6,256,4485,48,5.3,No,3.9,New,35981.67
Realme,Realme-554,4,256,5414,32,5.4,Yes,2.1,New,13803.41
Apple,Apple-719,3,128,5105,200,6.7,No,0.8,Used,77697.5
Motorola,Motorola-493,4,128,4639,32,6.2,No,3.3,Used,6694.25
Xiaomi,Xiaomi-320,12,128,4892,200,6.0,No,0.3,Used,21525.62
Apple,Apple-105,2,64,4372,8,6.8,No,3.9,Used,45900.71
Google,Google-668,8,128,5202,8,6.6,Yes,2.8,Used,33493.51
Nothing,Nothing-863,3,32,5423,64,5.9,No,1.6,Used,15256.65
Oppo,Oppo-921,12,64,4325,50,6.7,Yes,2.4,Used,13228.48
Realme,Realme-832,4,256,4831,12,6.2,No,1.8,New,13829.19
Motorola,Motorola-375,2,256,6184,48,5.7,Yes,3.4,Used,7821.32
Motorola,Motorola-545,16,64,3968,8,5.7,No,4.4,New,11878.19
Vivo,Vivo-902,6,512,5265,64,5.3,Yes,3.8,Used,9126.71
OnePlus,OnePlus-291,16,128,5902,32,6.8,No,2.1,Used,23452.1
Oppo,Oppo-538,6,128,3566,64,7.0,No,2.7,New,14445.62
Oppo,Oppo-843,6,32,5711,8,6.2,No,1.3,Used,11111.47
Samsung,Samsung-184,6,64,4163,48,5.7,No,4.6,New,14335.08
Realme,Realme-579,3,128,5869,48,5.4,No,3.2,Used,5385.27
Xiaomi,Xiaomi-436,12,512,4702,48,6.8,Yes,3.2,Used,13727.24
Nothing,Nothing-119,6,128,5799,108,6.0,No,3.4,Used,11058.99
Samsung,Samsung-787,4,512,5908,200,6.6,Yes,1.0,New,42922.46
Motorola,Motorola-417,16,64,3974,50,7.2,Yes,0.3,New,39048.58
Realme,Realme-232,3,32,5143,32,6.6,No,4.4,New,5260.25
Oppo,Oppo-789,2,64,5268,50,5.6,Yes,3.6,New,8071.27
Apple,Apple-923,4,32,4658,50,6.3,Yes,0.5,New,106321.46
Oppo,Oppo-926,12,32,5748,16,5.5,No,4.9,Used,5530.93
Nothing,Nothing-771,4,256,3511,12,6.9,Yes,1.3,Used,21623.48
Nothing,Nothing-422,4,128,3488,12,6.7,No,2.7,Used,12751.2
Apple,Apple-611,8,128,6391,16,7.1,Yes,1.3,New,112653.21
Samsung,Samsung-636,2,256,4772,64,5.9,Yes,4.8,New,16456.75
